LotArea,Street,BldgType,OverallQual,OverallCond,RoofStyle,ExterQual,ExterCond,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,GrLivArea,Bath,KitchenQual,GarageArea,SaleCondition,SalePrice,age,age_RemodAdd_DateSold
9.184406989949679,1,0,2.302585092994046,1.9459101490553132,3,2,4,2,7.483806687665835,1,0,1,7.493873886783559,1.3862943611198906,2,6.284134161070802,4,12.345838935721968,2.0794415416798357,2.0794415416798357
8.349011198176003,1,4,1.9459101490553132,2.1972245773362196,1,3,4,2,6.948897222313312,1,4,1,6.967909201801884,1.0986122886681098,3,6.352629396319567,4,11.774527900858468,3.4965075614664802,3.4965075614664802
9.017726025696795,1,0,1.9459101490553132,2.302585092994046,1,3,2,1,6.967909201801884,1,0,1,6.967909201801884,1.0986122886681098,2,5.605802066295998,4,11.944714374881176,3.784189633918261,2.3978952727983707
9.563248229345671,1,0,2.302585092994046,1.9459101490553132,1,2,4,2,7.357556200910353,1,0,1,7.379008127628304,1.3862943611198906,2,6.79346613258001,4,12.454107814022272,1.3862943611198906,1.3862943611198906
8.882114044208821,1,0,1.9459101490553132,2.1972245773362196,1,3,4,1,6.804614520062624,1,4,1,6.804614520062624,1.0986122886681098,2,6.359573868672378,4,11.811554895830454,4.110873864173311,2.4849066497880004
9.348361669873558,1,0,2.302585092994046,1.9459101490553132,1,2,4,2,7.441906728051625,1,0,1,7.441906728051625,1.3862943611198906,2,6.651571873589727,4,12.631343648903034,1.6094379124341003,1.3862943611198906
9.700330435154035,1,0,1.9459101490553132,2.0794415416798357,1,3,4,1,7.303843225277705,1,4,1,7.379008127628304,1.0986122886681098,3,5.771441123130016,4,12.242891437918386,3.9318256327243257,2.3978952727983707
8.752423403865594,1,0,1.791759469228055,2.0794415416798357,1,3,4,0,6.257667587882639,1,1,0,6.257667587882639,1.0986122886681098,1,5.488937726156687,4,11.134603622683905,4.418840607796598,4.0943445622221
9.048056708918736,1,0,1.791759469228055,1.791759469228055,2,3,1,0,6.478509642208569,1,4,0,7.1846291527173145,1.0986122886681098,3,5.529429087511423,4,10.596659732783579,4.499809670330265,4.0943445622221
9.05321861620397,1,0,1.9459101490553132,2.0794415416798357,1,3,4,1,7.114769448366463,1,2,1,7.114769448366463,1.3862943611198906,2,5.60947179518496,4,11.914054519303125,3.784189633918261,1.3862943611198906
9.310276200588783,1,0,2.302585092994046,1.9459101490553132,1,2,4,2,7.119635638017636,1,0,1,7.119635638017636,1.3862943611198906,2,6.186208623900494,4,12.100161978566867,1.0986122886681098,1.0986122886681098
9.264260213965613,1,0,1.9459101490553132,1.9459101490553132,3,3,4,1,7.24422751560335,1,2,1,7.43955930913332,1.3862943611198906,2,6.1070228877422545,4,12.016732516077072,3.970291913552122,3.970291913552122
8.897682313454224,1,4,2.3978952727983707,1.9459101490553132,3,0,4,2,7.354362330421477,1,0,1,7.354362330421477,1.3862943611198906,0,6.324358962381311,4,12.533579815765737,1.3862943611198906,1.3862943611198906
9.504501410525673,1,0,2.302585092994046,1.9459101490553132,1,2,4,2,7.020190708311925,1,0,1,7.805474625270857,1.791759469228055,2,6.541029999189903,4,12.6410997921206,1.3862943611198906,1.0986122886681098
9.292933670280036,1,0,1.9459101490553132,1.9459101490553132,1,3,4,2,7.002155954403621,1,0,1,7.002155954403621,1.3862943611198906,3,6.513230110912307,4,11.884495917930655,2.833213344056216,2.772588722239781
9.051813463747946,1,0,1.9459101490553132,2.0794415416798357,3,3,4,1,7.1693500166706,1,2,1,7.1693500166706,1.0986122886681098,3,6.214608098422191,4,11.938199736300925,4.04305126783455,3.044522437723423
8.977651407818442,1,0,1.9459101490553132,2.1972245773362196,1,3,2,1,6.9650803456014065,1,4,1,6.9650803456014065,1.0986122886681098,2,5.5134287461649825,0,11.599112335481124,4.07753744390572,1.6094379124341003
8.706490361946617,1,2,1.791759469228055,1.9459101490553132,1,3,4,2,0.6931471805599453,1,4,0,7.050989447068045,1.3862943611198906,1,0.6931471805599453,1,11.314486721293981,4.007333185232471,4.007333185232471
9.06647000155648,1,0,2.0794415416798357,1.9459101490553132,1,3,4,1,6.993932975223189,1,0,1,7.189922170745808,1.3862943611198906,3,6.091309882077698,0,11.982935344196433,3.7612001156935624,3.7612001156935624
9.735483016336966,1,0,1.9459101490553132,2.0794415416798357,1,3,2,1,7.20934025660291,1,2,1,7.1929342212158,1.3862943611198906,3,5.736572297479192,4,12.04355959836804,3.912023005428146,3.912023005428146
9.125000324809168,1,0,1.9459101490553132,2.1972245773362196,1,3,4,1,6.7357800142423265,1,2,1,6.786716950605081,1.0986122886681098,2,6.226536669287466,4,11.87757552297847,3.258096538021482,3.258096538021482
9.127176130715414,1,0,1.9459101490553132,2.0794415416798357,3,3,4,1,6.84587987526405,1,4,1,6.84587987526405,1.0986122886681098,3,5.736572297479192,4,11.777218637129327,3.5553480614894135,3.4011973816621555
8.98054977794018,1,0,1.9459101490553132,2.0794415416798357,1,3,4,1,7.049254841255837,1,0,1,7.049254841255837,1.0986122886681098,3,5.71042701737487,4,11.856522261533737,3.8918202981106265,3.8918202981106265
8.943767262734637,1,4,2.3978952727983707,1.9459101490553132,3,0,4,2,7.469654172932128,1,0,1,7.469654172932128,1.3862943611198906,0,6.359573868672378,4,12.675766851909591,1.9459101490553132,1.9459101490553132
9.459073694289389,1,0,2.1972245773362196,1.9459101490553132,1,2,4,2,7.269616749608169,1,0,1,7.67368812926773,1.3862943611198906,2,6.51025834052315,0,12.387089184491993,2.0794415416798357,2.0794415416798357
9.314520190885846,1,0,2.302585092994046,1.9459101490553132,1,2,4,2,7.4133673356952405,1,0,1,7.4133673356952405,1.3862943611198906,2,6.71901315438526,4,12.428019481065613,1.0986122886681098,1.0986122886681098
8.402455513945814,1,1,1.791759469228055,1.9459101490553132,1,3,4,0,6.6039438246004725,1,2,1,7.282073658093465,1.3862943611198906,3,0.6931471805599453,5,11.635151947212842,4.51085950651685,1.0986122886681098
8.954673628956414,1,0,1.9459101490553132,2.1972245773362196,1,3,4,1,6.863803391452954,1,0,1,6.863803391452954,1.0986122886681098,3,5.961005339623274,4,11.751950239425476,3.7612001156935624,3.7612001156935624
9.53755560876329,1,0,2.0794415416798357,2.0794415416798357,1,3,4,2,6.679599185844383,1,2,1,7.294377299288821,1.3862943611198906,3,5.966146739123692,4,12.083910661257521,2.4849066497880004,2.4849066497880004
8.739055922830724,1,0,2.0794415416798357,2.0794415416798357,1,3,4,2,6.706862336602747,1,4,1,7.071573364211532,1.0986122886681098,3,6.272877006546167,4,11.648338835562747,4.30406509320417,4.060443010546419
9.044757931186505,0,2,1.9459101490553132,1.9459101490553132,1,1,4,1,6.706862336602747,1,4,0,6.706862336602747,1.0986122886681098,3,6.249975242259483,4,11.608244735642321,3.8918202981106265,3.8918202981106265
10.825223432646178,1,0,2.3978952727983707,1.9459101490553132,1,2,4,1,7.519692404116539,1,2,1,7.519692404116539,1.0986122886681098,2,6.79794041297493,4,12.861001210669146,3.295836866004329,3.044522437723423
8.872907674259846,1,0,1.9459101490553132,1.9459101490553132,1,3,4,1,5.955837369464831,1,4,1,7.216709486709457,1.0986122886681098,3,6.352629396319567,4,11.775297421715827,3.9889840465642745,3.9889840465642745
9.227885551191932,1,0,2.0794415416798357,1.9459101490553132,1,3,4,1,7.2633296174768365,1,2,1,7.2633296174768365,1.3862943611198906,3,6.359573868672378,4,12.103491596905931,3.828641396489095,3.828641396489095
7.881182202227102,1,3,2.302585092994046,1.9459101490553132,1,2,4,2,6.879355804460439,1,0,1,7.462214939768189,1.6094379124341003,2,6.1779441140506,0,12.058158312538197,2.4849066497880004,2.3978952727983707
9.362803915102651,1,0,2.1972245773362196,1.9459101490553132,1,2,4,2,6.759255270663693,1,0,1,7.451241684987676,1.6094379124341003,2,6.340359303727752,4,12.188422799337028,1.3862943611198906,1.3862943611198906
9.523982546097495,1,0,2.4849066497880004,1.9459101490553132,3,0,4,2,7.252762418053187,1,0,1,7.988542982737695,1.791759469228055,2,6.466144724237619,5,12.991755706536901,0.6931471805599453,0.6931471805599453
8.882114044208821,1,0,1.9459101490553132,2.1972245773362196,1,3,4,1,6.661854740545311,1,0,1,6.661854740545311,1.0986122886681098,3,5.869296913133774,4,11.735276702486741,3.6375861597263857,3.6375861597263857
9.478380804172675,1,0,2.0794415416798357,1.9459101490553132,1,3,4,2,7.05617528410041,1,0,1,7.05617528410041,1.3862943611198906,2,6.359573868672378,5,11.970356641102999,1.3862943611198906,1.3862943611198906
8.882114044208821,1,0,1.9459101490553132,2.1972245773362196,1,3,4,0,6.2766434893416445,1,4,0,7.014814351275545,1.0986122886681098,1,5.66988092298052,4,11.522885696764481,4.48863636973214,2.5649493574615367
8.770904744296866,1,4,2.302585092994046,1.9459101490553132,1,2,4,2,7.22402480828583,1,0,1,7.22402480828583,1.3862943611198906,2,6.186208623900494,4,12.218500103788143,1.0986122886681098,1.0986122886681098
9.24009333012553,1,0,2.1972245773362196,2.0794415416798357,1,3,4,0,6.359573868672378,1,2,1,7.445417556701687,1.3862943611198906,3,6.1779441140506,4,11.849404844423074,4.51085950651685,4.127134385045092
9.146015161419625,1,0,2.1972245773362196,1.9459101490553132,1,3,4,2,6.9650803456014065,1,0,1,7.618742377670413,1.6094379124341003,2,6.472346294500901,4,12.299112067295642,2.6390573296152584,2.5649493574615367
9.168788944817948,1,0,2.302585092994046,1.9459101490553132,1,2,4,2,7.0431599159883405,1,0,1,7.813995675002791,1.6094379124341003,2,6.74993119378857,4,12.666660207428574,1.6094379124341003,1.3862943611198906
9.898575508175107,1,0,2.1972245773362196,1.9459101490553132,1,3,4,1,7.575071699507561,1,4,1,7.700295203420117,1.3862943611198906,3,6.359573868672378,4,12.100717685412471,3.7376696182833684,3.1354942159291497
9.274910142625483,1,0,2.1972245773362196,1.9459101490553132,1,2,4,2,7.282761179605593,1,0,1,7.300472814267799,1.3862943611198906,2,6.327936783729195,4,12.328294703023394,1.791759469228055,1.791759469228055
8.435983135990694,1,0,1.791759469228055,2.0794415416798357,1,3,2,1,6.618738983517219,1,4,1,6.618738983517219,1.0986122886681098,3,5.402677381872279,4,11.289794413577894,4.204692619390966,4.127134385045092
9.654705629041903,1,0,2.1972245773362196,1.791759469228055,1,2,4,1,7.174724309836376,2,4,1,7.735870319952567,1.3862943611198906,3,6.505784060128229,4,12.323860125621126,4.007333185232471,4.007333185232471
9.521714556684751,1,0,2.1972245773362196,2.0794415416798357,1,3,2,1,7.707512194600341,1,0,1,7.707512194600341,1.3862943611198906,3,6.249975242259483,4,12.404927602627597,3.58351893845611,3.58351893845611
8.936035096566041,1,0,1.791759469228055,2.0794415416798357,1,3,4,1,6.741700694652055,1,4,1,6.741700694652055,1.0986122886681098,3,5.8916442118257715,4,11.771443882099637,3.295836866004329,1.0986122886681098
9.224539091375995,1,0,2.1972245773362196,1.9459101490553132,1,3,4,2,6.726233402358747,1,2,1,7.450079569807499,1.6094379124341003,3,6.061456918928017,4,12.128116509451258,2.5649493574615367,2.5649493574615367
9.230339058482873,1,0,1.9459101490553132,2.1972245773362196,1,3,4,1,6.992096427415888,1,2,1,6.992096427415888,1.0986122886681098,3,6.198478716492308,4,11.88380602959621,4.060443010546419,2.1972245773362196
8.664232934065552,1,0,1.6094379124341003,2.0794415416798357,2,2,2,1,6.7357800142423265,1,2,0,7.382124365737512,1.3862943611198906,3,5.942799375126701,4,11.58432477200052,4.574710978503383,4.127134385045092
7.37650812632622,1,3,1.791759469228055,1.9459101490553132,1,3,4,1,6.139884552226255,1,4,1,6.897704943128636,1.0986122886681098,3,5.700443573390687,4,11.418625774449598,3.6375861597263857,3.6375861597263857
9.045111892608405,1,0,1.791759469228055,2.1972245773362196,1,3,4,1,6.860663671448287,1,0,1,6.860663671448287,1.0986122886681098,3,5.652489180268651,4,11.818577604251555,3.9889840465642745,3.9889840465642745
9.063810579280286,1,0,1.9459101490553132,1.9459101490553132,1,3,4,1,6.513230110912307,1,4,1,7.160069207596127,1.0986122886681098,3,5.488937726156687,4,11.751950239425476,4.127134385045092,2.1972245773362196
9.285447844462988,1,2,1.791759469228055,1.9459101490553132,3,3,4,1,7.478734825567875,1,4,0,7.478734825567875,1.3862943611198906,3,0.6931471805599453,4,11.824087219587643,3.784189633918261,3.784189633918261
9.253591413970497,1,0,1.9459101490553132,2.0794415416798357,1,3,4,2,6.091309882077698,1,2,1,7.116394144093465,1.3862943611198906,3,6.091309882077698,4,11.608244735642321,4.61512051684126,3.4011973816621555
9.472858470764415,1,0,2.0794415416798357,2.0794415416798357,1,3,2,1,6.8001700683022,1,4,1,7.670428522190693,1.6094379124341003,2,6.236369590203704,4,12.173037959397275,3.7612001156935624,3.7612001156935624
8.412277021466677,1,4,2.0794415416798357,1.9459101490553132,3,3,2,2,7.122059881629142,1,0,1,7.199678345691172,1.3862943611198906,3,6.008813185442595,4,11.941462360646149,2.302585092994046,2.302585092994046
9.23092700558457,1,0,2.302585092994046,1.9459101490553132,1,3,4,2,7.355641102974253,1,0,1,7.355641102974253,1.3862943611198906,2,6.633318433280377,4,12.409017571151187,1.0986122886681098,1.0986122886681098
9.093132171070641,1,0,1.9459101490553132,1.9459101490553132,1,3,4,1,6.9726062513017535,1,2,1,6.9726062513017535,1.3862943611198906,3,6.137727054086234,4,11.748005492256807,3.8918202981106265,3.8918202981106265
9.05157907959124,1,0,2.1972245773362196,1.9459101490553132,1,3,4,2,5.955837369464831,1,2,1,7.297091005160418,1.6094379124341003,3,5.996452088619021,4,12.034696963475044,2.772588722239781,2.70805020110221
9.684149252062896,1,0,2.302585092994046,1.9459101490553132,3,2,4,1,7.162397497355718,1,0,1,7.791109510610028,1.6094379124341003,2,6.139884552226255,4,12.468440756144114,2.833213344056216,2.772588722239781
9.38538551979936,1,0,2.0794415416798357,1.9459101490553132,1,2,4,2,6.530877627725885,1,0,1,7.3537223303996315,1.6094379124341003,2,5.996452088619021,4,12.066816325306588,1.791759469228055,1.791759469228055
8.282230063296685,1,4,2.0794415416798357,1.9459101490553132,1,2,4,2,6.419994928147142,1,0,1,7.111512116496157,1.6094379124341003,2,6.272877006546167,5,12.010671928196443,0.6931471805599453,0.6931471805599453
9.044521887281242,1,0,1.6094379124341003,1.3862943611198906,3,1,1,1,6.922643891475888,1,4,0,7.331714969726466,1.0986122886681098,1,0.6931471805599453,0,11.350418300109132,4.564348191467836,3.367295829986474
8.996156562033445,1,0,1.791759469228055,1.9459101490553132,1,3,4,2,6.899723107284872,1,0,1,6.899723107284872,1.0986122886681098,3,0.6931471805599453,4,11.724813914587886,2.70805020110221,2.6390573296152584
8.882114044208821,1,0,1.791759469228055,1.9459101490553132,1,3,4,3,0.6931471805599453,1,4,1,6.948897222313312,1.0986122886681098,3,6.045005314036012,4,11.60733523953139,4.060443010546419,4.060443010546419
9.048056708918736,1,0,1.9459101490553132,1.6094379124341003,3,3,4,1,7.1204443723924875,1,4,1,7.1204443723924875,1.0986122886681098,3,6.1779441140506,0,11.498836682527127,3.8501476017100584,3.8501476017100584
9.500170136485423,1,0,1.9459101490553132,2.1972245773362196,1,3,2,0,6.777646593635117,1,0,1,6.873163834212518,1.0986122886681098,3,6.073044534100405,4,12.004574385508691,4.499809670330265,1.6094379124341003
8.882114044208821,1,1,2.0794415416798357,2.0794415416798357,3,3,4,0,7.103322062526113,2,0,0,7.737616282857904,1.3862943611198906,3,6.230481447578482,4,11.804855999911272,4.59511985013459,2.3978952727983707
9.141954459109717,1,0,2.0794415416798357,1.9459101490553132,1,3,2,2,6.716594773520978,1,0,1,7.488852955733459,1.6094379124341003,2,6.530877627725885,4,12.229549885708273,2.4849066497880004,2.4849066497880004
9.186764635447478,1,0,2.0794415416798357,2.302585092994046,1,0,2,2,6.525029657843462,1,2,1,7.294377299288821,1.6094379124341003,3,6.045005314036012,4,12.128116509451258,2.8903717578961645,2.8903717578961645
9.236592743120248,1,0,2.1972245773362196,1.9459101490553132,1,2,4,2,7.371489295214277,1,0,1,7.371489295214277,1.3862943611198906,2,6.161207321695077,4,12.273735966890268,2.1972245773362196,2.1972245773362196
9.298625936843543,1,0,1.791759469228055,1.9459101490553132,3,3,4,1,6.8690144506657065,1,4,1,6.8690144506657065,1.0986122886681098,3,6.073044534100405,4,11.459007676978688,3.784189633918261,3.784189633918261
9.271153211372695,1,0,1.9459101490553132,1.9459101490553132,1,3,4,0,6.131226489483141,1,1,0,6.729824070489475,1.0986122886681098,3,5.908082938168931,0,11.326607934898927,4.5217885770490405,4.127134385045092
9.140132476932687,1,0,1.791759469228055,1.9459101490553132,1,3,4,1,6.858565034791365,1,1,1,7.112327444710911,1.3862943611198906,3,0.6931471805599453,4,11.767187766223199,3.970291913552122,3.970291913552122
9.269080866998783,1,0,2.0794415416798357,2.1972245773362196,1,3,4,2,7.385230923066573,1,2,1,7.385230923066573,1.3862943611198906,2,6.1779441140506,4,12.230770136157428,3.5553480614894135,2.3978952727983707
9.127827950401718,1,0,2.0794415416798357,1.9459101490553132,1,2,4,1,6.610696044717759,1,4,1,7.458186157340487,1.6094379124341003,2,6.169610732491456,4,12.08954444723597,3.295836866004329,3.295836866004329
8.856518497019858,1,2,1.9459101490553132,1.9459101490553132,1,3,1,3,0.6931471805599453,1,4,1,7.337587743538596,1.3862943611198906,3,6.021023349349527,2,11.68658461118553,3.4657359027997265,3.4657359027997265
9.249945626568541,1,0,2.1972245773362196,1.9459101490553132,1,3,4,2,7.113142108707088,1,0,1,7.113142108707088,1.3862943611198906,2,6.60934924316738,4,12.200562492481511,1.0986122886681098,1.0986122886681098
8.956737613177264,1,0,2.1972245773362196,1.791759469228055,1,3,1,2,6.948897222313312,1,0,1,7.506591780070841,1.3862943611198906,3,5.488937726156687,4,12.040614105490253,4.356708826689592,4.07753744390572
9.146015161419625,1,0,2.302585092994046,1.9459101490553132,3,2,4,2,6.961296045910167,1,0,1,7.597897950521784,1.6094379124341003,2,6.476972362889683,4,12.429220196836383,1.9459101490553132,1.791759469228055
9.287486581152837,1,0,1.791759469228055,2.1972245773362196,4,3,4,0,6.466144724237619,1,2,1,6.955592608396297,1.0986122886681098,3,5.616771097666572,4,11.51293546492023,4.820281565605037,2.6390573296152584
8.699848026000312,1,0,1.9459101490553132,1.9459101490553132,1,3,4,1,6.673297967767654,1,0,1,6.673297967767654,1.0986122886681098,3,5.529429087511423,5,11.652696102959753,4.127134385045092,4.0943445622221
9.048056708918736,1,0,1.9459101490553132,2.1972245773362196,1,3,4,1,6.678342114654332,2,4,0,7.325807502595773,1.3862943611198906,1,0.6931471805599453,4,11.652696102959753,4.499809670330265,1.3862943611198906
9.371863806132854,1,0,2.0794415416798357,2.0794415416798357,3,3,4,1,7.520776415062797,1,0,1,7.520776415062797,1.3862943611198906,3,6.306275286948016,4,12.154784614286667,3.5553480614894135,3.5553480614894135
9.161885151706779,1,0,2.0794415416798357,1.791759469228055,1,3,4,1,6.903747257584598,1,2,1,7.526717561352706,1.3862943611198906,3,5.7899601708972535,4,11.827013315851762,3.9889840465642745,3.58351893845611
8.955706153570603,1,0,2.1972245773362196,1.9459101490553132,1,3,4,2,5.955837369464831,1,0,1,7.266827347520591,1.6094379124341003,3,5.996452088619021,4,12.100717685412471,2.4849066497880004,2.4849066497880004
9.207034914967457,1,0,2.1972245773362196,1.9459101490553132,1,2,4,2,7.143617602704121,1,0,1,7.900266036767701,1.6094379124341003,0,6.677083461247136,5,12.85832230788469,0.6931471805599453,0.6931471805599453
9.95237295026594,1,0,2.0794415416798357,1.9459101490553132,3,3,2,1,7.501634457883413,1,4,1,7.72356247227797,1.3862943611198906,2,6.113682179832232,0,12.28765724080691,4.02535169073515,4.02535169073515
8.890272839380247,1,0,2.0794415416798357,2.302585092994046,2,3,4,1,6.937314081223682,1,0,1,7.7501841622578365,1.6094379124341003,2,5.204006687076795,4,12.466515835145202,4.1588830833596715,1.9459101490553132
8.080856419640986,1,4,2.0794415416798357,1.9459101490553132,1,3,4,2,6.594413459749778,1,2,1,7.286191714702382,1.6094379124341003,3,6.091309882077698,4,12.07824495582233,2.302585092994046,2.302585092994046
9.360310898552477,1,0,1.9459101490553132,1.9459101490553132,1,3,4,1,6.9975959829819265,1,4,1,6.9975959829819265,1.0986122886681098,3,5.66988092298052,4,11.842236406331555,3.8918202981106265,3.8918202981106265
9.052282067317908,1,0,1.9459101490553132,1.9459101490553132,1,3,4,2,7.027314514039777,1,2,1,7.027314514039777,1.3862943611198906,3,6.068425588244111,5,11.951186847493476,1.0986122886681098,0.6931471805599453
9.423675982299306,1,0,2.1972245773362196,1.9459101490553132,3,3,4,2,7.423568444259167,1,2,1,8.07837810362652,1.6094379124341003,2,6.39024066706535,4,12.676079399771027,3.091042453358316,3.091042453358316
9.043458999670106,1,0,2.0794415416798357,1.9459101490553132,1,2,4,2,6.593044534142437,1,0,1,7.284820912568604,1.6094379124341003,2,5.971261839790462,5,12.0075668272517,1.0986122886681098,0.6931471805599453
9.973712997425626,1,0,2.0794415416798357,1.9459101490553132,0,3,4,1,6.84587987526405,1,0,1,6.897704943128636,1.0986122886681098,3,6.295266001439646,4,12.100717685412471,3.6635616461296463,3.6635616461296463
8.709795057617749,1,0,1.791759469228055,1.9459101490553132,1,3,4,2,6.598509028614515,1,2,1,7.025538314638521,1.0986122886681098,3,5.583496308781699,4,11.51293546492023,4.248495242049359,4.07753744390572
9.155461710466193,1,0,2.0794415416798357,2.1972245773362196,3,3,2,1,6.9865664594064265,1,2,1,6.9865664594064265,1.0986122886681098,3,5.66988092298052,4,11.820417517632333,3.9512437185814275,3.9512437185814275
8.973858256222792,1,4,2.0794415416798357,1.9459101490553132,1,2,4,2,7.0909098220799835,1,0,1,7.0909098220799835,1.3862943611198906,2,6.2766434893416445,4,11.944064817531656,2.833213344056216,2.833213344056216
9.743612184572003,1,0,2.0794415416798357,1.9459101490553132,1,3,2,1,7.218176838403408,1,4,1,7.370230641807081,1.3862943611198906,3,6.07993319509559,4,12.10625783509458,3.4657359027997265,2.5649493574615367
8.822027322685583,1,1,2.0794415416798357,2.302585092994046,1,3,1,1,6.257667587882639,1,2,0,6.628041376179533,1.0986122886681098,3,0.6931471805599453,4,11.344518647594766,4.290459441148391,3.258096538021482
8.503094267036737,1,4,2.0794415416798357,1.9459101490553132,1,3,4,1,6.984716320118266,1,4,1,6.866933284461882,1.3862943611198906,3,6.091309882077698,4,11.759793355371237,3.4965075614664802,3.4965075614664802
8.387084506069217,1,0,1.9459101490553132,2.1972245773362196,1,3,2,0,6.513230110912307,1,0,1,6.7357800142423265,1.0986122886681098,3,0.6931471805599453,4,11.373674891823535,4.3694478524670215,4.07753744390572
8.934850340289763,1,0,2.0794415416798357,1.9459101490553132,1,3,4,1,6.495265555937008,1,4,1,7.2078598714324755,1.3862943611198906,3,6.12029741895095,4,11.951186847493476,3.7376696182833684,3.7376696182833684
